-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 12/01/2025 in LST
Location: latitude  -6.3076   longitude 106.1055 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 240.23 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,PRECTOTCORR,T2M,T2M_MAX,T2M_MIN,QV2M,RH2M,WS10M,PS
2015,3,11,23.41,24.37,26.48,22.92,17.76,91.35,2.91,98.49
2015,3,12,11.14,24.17,26.5,22.51,17.33,90.25,2.84,98.52
2015,3,13,3.58,25.13,28.13,22.66,17.77,87.38,1.97,98.49
2015,3,14,6.93,25.55,28.85,23.28,17.6,84.59,1.66,98.54
2015,3,15,14.41,25.05,28.08,22.92,17.29,85.78,1.83,98.62
2015,3,16,3.25,24.88,28.56,21.96,17.2,86.42,2.66,98.59
2015,3,17,0.62,25.59,29.52,22.41,18.06,86.71,2.77,98.37
2015,3,18,0.98,26.06,30.28,23.17,18.07,84.61,2.97,98.26
2015,3,19,3.94,26.2,31.0,21.92,17.63,82.28,1.85,98.29
2015,3,20,15.59,25.62,28.61,23.05,17.83,85.3,1.64,98.4
2015,3,21,8.54,24.09,26.83,21.72,16.74,87.78,2.2,98.46
2015,3,22,26.9,25.56,28.9,23.56,18.61,89.33,1.78,98.4
2015,3,23,6.71,25.42,27.75,23.88,18.69,90.06,1.53,98.32
2015,3,24,7.34,25.59,28.26,23.53,18.66,89.13,1.74,98.35
2015,3,25,17.88,25.23,28.22,22.67,18.63,91.02,2.73,98.39
2015,3,26,9.33,25.44,28.57,22.8,18.38,88.89,2.18,98.51
2015,3,27,8.27,26.33,29.79,23.52,18.11,83.37,1.17,98.49
2015,3,28,1.04,26.29,29.82,23.43,18.4,84.51,1.8,98.32
2015,3,29,2.72,25.99,28.94,24.0,18.55,86.55,1.74,98.27
2015,3,30,10.52,26.4,30.3,23.25,18.23,83.6,1.27,98.33
2015,3,31,14.49,26.57,30.02,23.99,18.98,85.81,1.46,98.31
2015,4,1,9.11,26.22,28.29,24.36,18.48,85.05,1.05,98.25
2015,4,2,13.59,25.57,28.64,23.65,18.53,88.58,2.14,98.16
2015,4,3,6.47,25.96,29.67,23.02,18.06,84.4,1.33,98.11
2015,4,4,8.37,26.04,29.32,23.62,18.5,86.01,1.93,98.12
2015,4,5,11.08,25.9,28.95,23.58,19.0,89.02,2.05,98.07
2015,4,6,9.14,25.67,28.26,23.49,18.62,88.47,2.3,98.11
2015,4,7,7.92,25.2,28.12,22.71,18.55,90.53,3.28,98.16
2015,4,8,12.62,25.59,29.08,22.99,18.65,89.21,1.94,98.2
2015,4,9,3.97,25.75,28.86,23.23,18.07,85.73,1.76,98.27
2015,4,10,1.31,26.22,30.39,22.7,18.13,83.96,1.98,98.29
2015,4,11,4.66,26.14,29.73,23.65,18.2,84.62,1.65,98.38
2015,4,12,1.51,26.43,30.91,23.37,17.9,82.53,1.74,98.45
2015,4,13,1.87,24.39,25.63,23.53,17.83,91.46,2.48,98.42
2015,4,14,6.38,25.65,29.23,22.97,18.17,86.89,2.64,98.35
2015,4,15,4.08,25.23,27.95,23.47,18.22,89.08,1.82,98.44
2015,4,16,2.64,25.94,29.87,22.37,17.23,81.68,1.66,98.49
2015,4,17,17.05,25.4,27.83,23.34,18.66,90.09,2.04,98.37
2015,4,18,6.51,25.86,29.5,23.24,17.48,83.11,1.64,98.34
2015,4,19,3.6,26.23,30.54,22.42,17.77,82.61,1.77,98.36
2015,4,20,8.53,26.15,29.91,23.17,18.24,84.89,2.02,98.33
2015,4,21,4.04,26.09,29.53,23.49,18.44,85.91,2.21,98.28
2015,4,22,6.83,24.8,26.93,23.51,18.09,90.51,2.95,98.31
2015,4,23,6.15,25.05,27.44,23.61,18.65,91.8,3.92,98.34
2015,4,24,4.94,24.29,26.39,22.99,17.69,91.32,3.77,98.38
2015,4,25,12.59,24.34,26.13,22.84,17.97,92.34,2.8,98.35
2015,4,26,3.88,24.77,28.05,22.23,17.76,89.19,3.71,98.35
2015,4,27,7.42,24.84,27.07,23.17,18.44,92.02,3.31,98.36
2015,4,28,5.84,25.21,27.91,23.54,18.36,89.79,3.42,98.33
2015,4,29,1.87,25.39,28.5,23.08,18.44,89.28,2.76,98.32
2015,4,30,1.08,25.25,27.77,23.4,18.47,90.07,2.65,98.34
2015,5,1,6.31,25.13,27.62,23.25,18.4,90.37,2.3,98.39
2015,5,2,2.21,24.99,28.4,22.37,17.11,85.23,2.65,98.43
2015,5,3,14.59,24.96,29.1,21.38,16.38,81.97,2.36,98.48
2015,5,4,9.13,25.15,28.7,22.69,17.8,87.74,2.22,98.44
2015,5,5,9.98,25.72,29.69,22.27,17.74,84.63,1.49,98.27
2015,5,6,5.64,26.07,29.67,22.79,18.44,85.9,1.25,98.25
2015,5,7,3.96,26.15,29.29,24.17,18.99,87.97,2.12,98.29
2015,5,8,1.32,25.89,28.56,23.78,18.54,87.2,2.0,98.25
2015,5,9,10.31,25.91,29.44,23.34,18.15,85.47,2.59,98.25
2015,5,10,2.7,25.91,29.89,23.02,18.63,87.6,2.8,98.23
2015,5,11,1.15,25.94,29.86,22.74,18.55,87.13,2.74,98.3
2015,5,12,0.6,26.52,30.96,22.24,18.51,84.35,1.5,98.27
2015,5,13,1.82,26.47,29.89,24.22,19.43,88.26,2.25,98.29
2015,5,14,4.24,26.0,29.8,23.34,18.91,88.43,1.3,98.34
2015,5,15,14.6,26.19,29.79,24.15,19.13,88.56,1.5,98.45
2015,5,16,2.76,26.19,30.06,23.49,18.71,86.66,1.24,98.36
2015,5,17,4.22,26.16,29.64,24.22,19.03,88.1,1.87,98.26
2015,5,18,1.14,26.11,30.11,23.24,18.24,85.1,1.79,98.37
2015,5,19,0.31,26.04,30.42,22.71,17.94,84.2,1.75,98.39
2015,5,20,0.02,25.76,30.45,22.24,16.95,81.46,1.62,98.43
2015,5,21,0.01,25.24,29.78,20.77,16.46,81.36,1.88,98.42
2015,5,22,0.0,25.46,29.88,21.71,16.17,79.19,1.9,98.47
2015,5,23,0.0,25.39,30.02,21.54,16.08,78.82,1.65,98.42
2015,5,24,0.0,25.23,29.47,21.25,16.4,81.16,2.03,98.42
2015,5,25,0.0,25.51,30.0,21.37,17.31,84.06,1.56,98.43
2015,5,26,0.32,26.07,30.1,22.49,18.14,85.03,1.34,98.46
2015,5,27,3.82,26.11,29.49,23.68,18.46,85.88,1.65,98.38
2015,5,28,4.0,26.18,29.94,23.53,18.47,85.76,1.69,98.34
2015,5,29,1.84,26.39,30.0,23.63,18.8,86.16,1.54,98.41
2015,5,30,0.29,26.2,30.31,22.94,17.5,81.77,1.69,98.37
2015,5,31,2.21,26.17,30.17,22.65,18.2,84.53,1.76,98.2
2015,6,1,6.69,26.52,30.19,23.84,18.42,83.75,1.04,98.23
2015,6,2,17.12,26.27,29.77,23.71,18.84,86.82,1.94,98.28
2015,6,3,21.14,26.26,29.68,24.06,18.73,86.42,1.52,98.3
2015,6,4,9.16,26.38,29.81,23.82,19.1,87.33,2.54,98.18
2015,6,5,1.83,26.5,30.74,23.37,18.85,85.9,2.34,98.13
2015,6,6,0.41,26.39,30.23,23.29,19.02,87.05,2.04,98.17
2015,6,7,1.62,26.12,29.04,24.41,19.11,88.6,0.96,98.23
2015,6,8,5.87,25.61,28.08,24.22,18.8,89.71,1.55,98.27
2015,6,9,4.95,25.31,27.44,23.68,18.09,87.83,1.53,98.35
2015,6,10,1.89,25.79,29.51,22.69,18.0,85.46,1.89,98.3
2015,6,11,1.02,25.96,28.82,24.3,18.67,87.29,1.16,98.26
2015,6,12,1.15,26.0,29.79,23.54,18.23,85.34,1.7,98.23
2015,6,13,0.14,25.29,29.4,21.51,16.96,83.35,1.6,98.25
2015,6,14,0.07,25.44,29.79,21.48,16.7,81.48,1.37,98.25
2015,6,15,0.03,25.19,29.26,22.06,16.47,81.24,1.09,98.28
2015,6,16,0.0,25.0,29.12,21.69,16.68,83.24,1.76,98.27
2015,6,17,0.0,25.11,28.61,22.63,16.37,80.95,1.04,98.23
2015,6,18,0.0,25.33,29.97,21.13,16.08,79.19,1.48,98.24
2015,6,19,0.0,25.4,29.73,21.86,17.19,84.04,2.17,98.33
2015,6,20,0.3,25.09,29.44,21.52,16.76,83.49,1.51,98.35
2015,6,21,0.64,25.34,29.69,21.86,17.46,85.47,2.99,98.38
2015,6,22,1.6,25.4,29.33,22.41,17.16,83.66,2.17,98.38
2015,6,23,0.21,25.05,29.53,21.64,16.49,82.44,2.53,98.45
2015,6,24,0.01,24.42,29.19,20.08,15.51,80.88,2.32,98.49
2015,6,25,0.0,24.6,29.17,20.36,15.68,80.83,1.36,98.5
2015,6,26,0.01,24.8,29.41,20.71,15.6,79.73,1.65,98.47
2015,6,27,0.03,24.84,29.79,20.15,16.45,83.68,2.04,98.6
2015,6,28,0.07,25.43,29.77,21.75,16.86,82.7,1.61,98.71
2015,6,29,0.02,25.19,29.46,21.64,16.74,83.18,1.98,98.69
2015,6,30,0.01,24.97,29.27,21.29,16.58,83.35,1.53,98.6
2015,7,1,0.0,24.54,28.57,21.75,16.57,85.34,2.83,98.62
2015,7,2,0.0,23.98,28.42,20.25,15.32,81.89,3.73,98.58
2015,7,3,0.0,23.96,27.91,21.12,15.36,81.87,3.0,98.5
2015,7,4,0.0,24.19,27.71,21.12,15.44,80.93,1.51,98.5
2015,7,5,0.0,24.02,28.25,20.59,15.52,82.59,2.53,98.44
2015,7,6,0.0,24.25,28.95,19.93,15.64,82.24,2.17,98.32
2015,7,7,0.01,24.71,29.11,21.05,16.08,82.01,2.1,98.29
2015,7,8,0.04,24.53,28.99,21.35,16.45,84.65,3.08,98.34
2015,7,9,0.05,24.06,28.4,21.21,16.15,85.24,3.79,98.35
2015,7,10,0.78,24.02,28.29,21.04,15.84,83.89,2.95,98.39
2015,7,11,0.61,24.35,28.9,20.57,15.92,82.94,2.19,98.42
2015,7,12,1.24,24.81,28.88,21.5,17.06,86.01,2.28,98.32
2015,7,13,1.91,25.19,29.11,21.91,17.56,86.46,2.2,98.23
2015,7,14,2.79,25.48,29.39,22.55,17.74,85.99,2.15,98.21
2015,7,15,1.19,25.53,30.02,22.49,17.85,86.17,2.27,98.19
2015,7,16,0.02,25.28,30.05,21.47,17.51,85.97,3.03,98.21
2015,7,17,0.0,24.89,30.31,20.18,16.45,83.22,2.54,98.31
2015,7,18,0.01,24.69,29.94,19.95,16.48,84.22,2.18,98.35
2015,7,19,0.01,24.84,29.64,20.45,16.82,84.95,1.95,98.3
2015,7,20,0.0,24.81,29.71,20.51,16.03,81.92,1.63,98.38
2015,7,21,0.0,25.18,30.25,21.02,16.88,84.03,1.92,98.49
2015,7,22,0.0,25.09,30.09,20.98,16.45,82.64,1.72,98.58
2015,7,23,0.0,24.94,29.82,21.19,16.61,83.94,2.37,98.54
2015,7,24,0.0,25.03,30.1,20.29,16.55,83.27,2.22,98.52
2015,7,25,0.46,25.35,30.11,21.45,16.84,83.14,1.7,98.52
2015,7,26,0.52,25.3,29.88,21.75,17.0,83.87,1.29,98.55
2015,7,27,0.19,25.43,29.92,21.9,16.91,82.98,1.56,98.59
2015,7,28,0.49,25.39,30.02,21.59,16.81,82.83,1.71,98.61
2015,7,29,0.44,25.35,30.09,21.27,16.79,82.84,2.38,98.5
2015,7,30,0.91,25.24,29.63,21.37,17.07,84.57,1.88,98.51
2015,7,31,5.51,25.55,29.9,21.9,17.09,82.98,1.37,98.46
2015,8,1,3.73,25.27,28.93,22.69,17.53,86.01,1.66,98.47
2015,8,2,1.22,25.02,29.13,22.15,16.47,82.41,2.07,98.51
2015,8,3,0.06,23.96,28.95,19.75,14.27,77.2,2.29,98.52
2015,8,4,0.03,23.81,29.18,19.11,14.29,78.3,2.15,98.49
2015,8,5,0.11,23.86,29.16,19.8,14.95,81.2,2.23,98.4
2015,8,6,2.13,23.88,29.25,19.5,15.17,81.96,1.97,98.29
2015,8,7,2.12,24.26,29.23,20.44,15.29,80.82,2.08,98.37
2015,8,8,1.39,24.59,29.28,20.87,16.24,83.23,1.4,98.29
2015,8,9,0.67,24.95,29.49,21.54,16.53,83.03,1.53,98.21
2015,8,10,2.75,25.06,29.18,21.79,17.17,85.44,2.46,98.31
2015,8,11,0.93,25.81,30.47,22.08,17.04,81.74,2.41,98.35
2015,8,12,1.29,25.67,30.4,22.28,17.54,84.49,1.52,98.42
2015,8,13,0.82,25.91,30.75,22.59,17.61,83.66,2.03,98.38
2015,8,14,0.73,25.74,30.59,22.34,17.26,83.09,2.02,98.41
2015,8,15,0.0,25.76,30.75,21.6,17.04,82.3,2.16,98.45
2015,8,16,0.0,25.83,31.01,21.8,17.04,82.06,2.3,98.51
2015,8,17,0.0,25.27,30.64,21.03,16.15,80.7,1.74,98.51
2015,8,18,0.0,25.15,30.48,20.76,16.3,81.79,2.01,98.47
2015,8,19,0.63,25.04,30.31,20.82,16.47,82.8,2.29,98.5
2015,8,20,0.54,24.82,29.82,21.74,16.14,82.17,2.3,98.48
2015,8,21,0.21,24.52,29.57,21.2,15.62,80.92,2.45,98.44
2015,8,22,0.06,24.4,29.37,21.05,15.32,80.01,2.02,98.46
2015,8,23,0.05,24.46,29.85,19.75,15.13,79.41,1.99,98.48
2015,8,24,0.03,24.69,30.09,20.03,15.38,79.74,1.86,98.51
2015,8,25,0.0,25.21,30.81,20.71,15.73,78.97,1.93,98.46
2015,8,26,0.0,25.31,30.39,21.23,16.3,80.62,1.72,98.43
2015,8,27,0.0,25.75,31.19,21.68,16.5,80.02,1.68,98.44
2015,8,28,0.0,25.69,31.18,21.53,16.58,80.71,2.24,98.44
2015,8,29,0.55,25.63,30.76,21.43,16.45,80.14,2.05,98.43
2015,8,30,0.43,25.38,30.79,21.28,15.86,78.86,2.79,98.55
2015,8,31,0.09,25.31,30.73,20.94,15.97,79.62,2.43,98.5
2015,9,1,0.12,25.06,30.7,20.93,15.63,79.34,2.67,98.47
2015,9,2,0.03,25.14,31.13,20.85,15.13,76.83,2.52,98.48
2015,9,3,0.02,25.04,31.54,19.47,15.32,78.31,2.19,98.53
2015,9,4,0.0,25.44,31.24,20.88,15.84,78.79,1.64,98.61
2015,9,5,0.01,25.17,30.53,21.4,15.51,78.34,2.4,98.67
2015,9,6,0.01,25.27,30.8,21.15,15.33,76.93,1.87,98.61
2015,9,7,0.0,25.26,31.13,20.53,15.05,76.33,2.2,98.58
2015,9,8,0.0,25.3,31.43,20.88,15.4,77.39,1.92,98.45
2015,9,9,0.0,25.27,31.37,20.77,15.13,76.43,2.04,98.49
2015,9,10,0.0,24.99,30.9,20.57,14.99,76.84,2.19,98.62
2015,9,11,0.0,25.68,31.65,21.29,15.39,75.68,1.82,98.49
2015,9,12,0.0,25.73,31.63,21.34,15.71,76.77,2.58,98.53
2015,9,13,0.03,25.53,31.26,21.54,15.57,76.81,3.9,98.5
2015,9,14,0.18,24.62,30.0,21.32,14.91,77.25,4.32,98.5
2015,9,15,0.22,24.6,30.24,20.36,14.8,76.99,2.46,98.37
2015,9,16,0.08,25.56,31.51,21.57,15.44,76.15,1.78,98.28
2015,9,17,0.09,25.93,31.85,21.85,15.81,76.27,1.82,98.4
2015,9,18,0.12,26.03,32.45,22.01,15.54,75.18,2.19,98.5
2015,9,19,0.05,26.05,32.49,20.74,15.54,75.27,2.08,98.43
2015,9,20,0.11,26.08,32.66,21.3,15.48,74.92,2.32,98.38
2015,9,21,2.72,26.05,32.7,21.2,15.88,76.22,2.29,98.35
2015,9,22,0.43,26.88,33.33,21.95,15.88,73.11,1.4,98.32
2015,9,23,0.11,26.68,33.23,21.84,15.04,70.79,1.99,98.44
2015,9,24,0.06,26.03,33.07,20.67,14.36,71.02,2.37,98.41
2015,9,25,0.74,25.88,32.03,21.79,14.76,72.4,2.49,98.38
2015,9,26,1.16,26.11,32.39,21.54,15.63,74.73,1.96,98.34
2015,9,27,1.01,26.33,32.33,22.08,15.94,75.16,1.64,98.28
2015,9,28,1.54,26.03,31.08,22.82,16.06,76.4,2.12,98.32
2015,9,29,0.24,26.64,32.45,22.32,16.26,75.06,1.75,98.33
2015,9,30,0.1,27.14,32.99,22.81,16.2,73.19,2.09,98.46
2015,10,1,0.02,27.26,33.9,21.71,15.43,70.33,2.27,98.54
2015,10,2,0.13,27.13,33.31,22.85,15.74,71.51,1.83,98.63
2015,10,3,1.28,27.04,33.11,22.59,15.98,72.76,2.36,98.58
2015,10,4,1.68,27.25,33.58,22.59,15.67,71.2,1.9,98.59
2015,10,5,0.75,26.65,32.77,22.25,15.66,73.31,1.77,98.6
2015,10,6,0.09,26.76,32.64,21.93,15.56,72.07,2.64,98.47
2015,10,7,5.14,26.65,32.72,22.39,16.17,75.19,1.74,98.51
2015,10,8,5.1,26.36,31.71,22.72,16.71,77.99,1.77,98.46
2015,10,9,2.69,26.4,31.76,22.49,16.26,76.2,1.46,98.45
2015,10,10,1.13,26.68,32.86,22.01,15.77,73.57,1.6,98.52
2015,10,11,1.25,27.13,33.27,22.59,16.26,73.85,1.67,98.58
2015,10,12,0.45,27.27,33.78,22.31,15.87,72.34,2.03,98.57
2015,10,13,2.15,27.07,33.43,22.37,16.51,75.15,1.61,98.53
2015,10,14,0.8,27.53,33.95,23.01,15.98,71.49,1.52,98.49
2015,10,15,0.55,27.49,33.84,23.01,15.22,68.82,1.99,98.41
2015,10,16,0.94,26.88,32.59,22.36,15.71,72.2,1.72,98.41
2015,10,17,0.3,27.79,34.46,22.78,15.54,68.69,2.29,98.41
2015,10,18,0.02,27.8,34.61,22.57,15.14,67.45,1.75,98.48
2015,10,19,0.0,27.72,34.23,22.69,15.64,69.17,1.86,98.47
2015,10,20,0.0,28.01,34.7,23.04,15.52,67.59,1.92,98.38
2015,10,21,0.0,28.05,34.03,23.59,15.62,67.15,1.98,98.34
2015,10,22,0.0,27.91,33.95,23.21,15.4,67.3,1.75,98.38
2015,10,23,0.0,27.33,34.31,21.23,14.56,66.73,1.92,98.33
2015,10,24,0.0,27.58,34.32,22.21,15.83,70.74,1.5,98.3
2015,10,25,0.0,27.89,35.05,22.41,15.56,69.19,2.24,98.34
2015,10,26,0.0,27.72,34.0,22.73,15.61,69.05,1.14,98.32
2015,10,27,0.0,28.08,34.51,23.14,16.18,69.73,1.77,98.3
2015,10,28,0.03,28.44,34.4,23.92,16.22,68.3,1.64,98.34
2015,10,29,0.17,28.31,34.56,23.53,16.34,69.19,1.34,98.4
2015,10,30,0.64,27.61,33.21,24.18,16.93,73.61,2.32,98.39
2015,10,31,0.21,28.72,35.37,23.86,16.12,67.26,1.85,98.34
2015,11,1,1.3,28.31,34.25,24.24,16.68,70.24,2.08,98.36
2015,11,2,2.31,28.45,35.15,24.22,16.24,68.92,2.57,98.32
2015,11,3,2.24,27.76,33.33,23.83,16.93,73.29,2.09,98.3
2015,11,4,1.18,28.08,33.79,24.04,17.07,72.54,1.94,98.21
2015,11,5,2.39,27.82,33.79,24.08,16.99,73.33,1.95,98.25
2015,11,6,3.4,27.41,32.91,23.68,17.18,75.49,1.75,98.25
2015,11,7,6.58,27.4,32.5,23.84,17.36,76.37,1.66,98.36
2015,11,8,19.97,26.27,28.75,24.83,18.34,84.53,0.97,98.41
2015,11,9,8.59,27.08,31.89,23.89,17.72,78.94,1.41,98.27
2015,11,10,9.89,26.5,29.66,24.27,18.07,82.3,1.95,98.21
2015,11,11,4.78,27.04,31.59,23.44,17.79,79.45,1.73,98.23
2015,11,12,16.69,26.59,30.17,24.2,18.33,83.29,1.51,98.39
2015,11,13,33.99,26.42,29.88,23.81,18.48,84.62,2.33,98.34
2015,11,14,13.85,26.56,30.64,24.03,17.91,81.87,1.79,98.26
2015,11,15,3.22,27.17,32.29,22.6,17.83,79.26,1.35,98.2
2015,11,16,30.35,26.14,29.94,24.09,18.42,85.6,2.22,98.21
2015,11,17,5.56,26.58,30.66,23.35,17.86,81.53,1.79,98.29
2015,11,18,1.86,27.13,31.86,23.5,18.26,80.82,2.04,98.26
2015,11,19,7.19,26.8,30.13,24.4,18.28,82.06,1.9,98.29
2015,11,20,4.63,26.56,30.31,23.75,18.42,83.72,1.3,98.17
2015,11,21,7.95,27.34,31.76,24.08,17.39,76.09,1.29,98.17
2015,11,22,6.85,26.99,30.76,24.75,18.74,82.88,1.02,98.14
2015,11,23,9.54,26.85,30.79,23.82,18.4,82.38,1.21,98.18
2015,11,24,7.99,26.79,31.3,23.34,18.5,83.23,1.52,98.19
2015,11,25,8.55,26.99,31.52,23.66,18.0,80.35,1.55,98.15
2015,11,26,4.14,26.99,31.7,23.34,17.61,78.9,1.8,98.18
2015,11,27,4.08,26.39,29.58,23.78,17.57,80.72,0.97,98.21
2015,11,28,2.66,27.35,31.75,23.53,18.06,78.85,1.21,98.34
2015,11,29,7.36,26.92,29.88,24.77,18.38,81.75,0.83,98.47
