-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 12/01/2025 in LST
Location: latitude  -6.6007   longitude 106.7957 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 371.57 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,PRECTOTCORR,T2M,T2M_MAX,T2M_MIN,QV2M,RH2M,WS10M,PS
2015,3,11,23.86,23.42,25.95,21.45,17.17,92.09,2.72,97.0
2015,3,12,11.8,23.24,25.9,21.4,16.87,91.55,2.93,97.04
2015,3,13,6.66,24.04,27.17,21.62,17.58,90.89,2.14,97.01
2015,3,14,8.93,24.43,27.96,21.63,17.5,88.56,1.68,97.07
2015,3,15,27.88,24.04,27.51,21.43,17.07,88.71,2.04,97.15
2015,3,16,6.7,24.06,28.42,20.82,16.65,86.85,2.48,97.11
2015,3,17,0.92,24.71,29.46,20.71,17.39,86.95,2.5,96.89
2015,3,18,1.89,25.62,30.54,21.61,17.64,83.85,2.12,96.78
2015,3,19,8.66,25.26,30.11,20.97,17.48,84.77,1.96,96.83
2015,3,20,22.24,24.45,26.45,22.58,18.15,91.35,1.11,96.92
2015,3,21,12.24,23.69,26.22,21.34,17.25,91.01,1.31,96.98
2015,3,22,23.27,24.96,28.38,22.49,17.86,87.65,0.87,96.98
2015,3,23,4.21,24.82,27.61,23.0,18.34,90.4,1.52,96.88
2015,3,24,3.72,24.56,26.9,22.46,17.88,89.53,1.57,96.9
2015,3,25,15.01,24.45,27.68,22.26,17.92,90.4,2.46,96.96
2015,3,26,6.75,24.74,28.12,22.01,17.76,88.32,1.94,97.08
2015,3,27,27.52,25.54,29.17,23.0,17.67,84.06,1.32,97.04
2015,3,28,0.44,25.27,28.86,22.79,17.92,86.19,1.69,96.89
2015,3,29,4.89,25.18,28.58,22.75,17.65,85.41,1.73,96.85
2015,3,30,20.0,25.42,29.51,22.03,17.8,85.2,1.67,96.88
2015,3,31,14.66,25.8,29.24,23.24,18.52,86.38,1.79,96.88
2015,4,1,11.2,25.15,27.13,23.59,18.19,87.85,1.19,96.82
2015,4,2,12.9,25.36,28.84,22.67,18.1,86.46,2.02,96.72
2015,4,3,6.04,25.17,28.92,22.24,17.86,86.23,1.54,96.67
2015,4,4,9.67,25.53,29.07,22.92,18.18,86.0,1.07,96.66
2015,4,5,7.77,24.87,27.26,23.25,18.75,91.71,1.91,96.65
2015,4,6,7.17,24.32,25.97,22.38,17.81,90.17,2.14,96.68
2015,4,7,21.98,24.24,26.65,22.19,18.1,92.09,2.96,96.74
2015,4,8,7.39,24.8,28.39,22.05,18.06,89.17,1.97,96.75
2015,4,9,4.3,25.09,28.41,22.57,17.63,85.71,1.6,96.84
2015,4,10,0.56,25.45,29.82,21.81,17.47,83.43,1.82,96.86
2015,4,11,3.82,25.35,29.18,22.19,17.89,85.86,1.62,96.93
2015,4,12,6.94,25.48,29.3,22.54,17.9,85.55,1.84,96.99
2015,4,13,2.69,23.84,25.05,22.92,18.13,94.52,1.7,96.93
2015,4,14,10.02,24.92,28.4,22.43,17.71,87.13,1.14,96.87
2015,4,15,5.0,24.76,27.74,23.22,18.11,89.79,1.38,96.96
2015,4,16,4.41,24.64,28.32,21.43,16.77,84.46,1.91,97.04
2015,4,17,27.61,24.4,26.43,22.74,18.09,91.27,1.75,96.93
2015,4,18,6.35,24.71,27.91,22.14,16.63,83.23,1.46,96.88
2015,4,19,4.82,25.27,29.99,20.93,16.87,81.75,1.5,96.91
2015,4,20,9.77,25.07,28.6,22.25,17.3,84.49,1.27,96.87
2015,4,21,2.57,25.24,29.51,21.77,17.61,85.35,1.82,96.82
2015,4,22,8.16,24.29,27.29,22.35,17.78,90.56,2.42,96.83
2015,4,23,4.6,24.26,27.41,22.04,18.07,91.86,3.11,96.86
2015,4,24,3.42,23.56,26.59,21.71,17.2,91.44,3.4,96.89
2015,4,25,7.76,23.44,25.78,21.6,17.34,92.71,2.5,96.86
2015,4,26,5.84,23.97,28.04,20.75,17.29,89.79,3.2,96.86
2015,4,27,3.88,23.98,26.89,21.82,17.81,92.21,2.87,96.88
2015,4,28,2.76,24.52,27.99,22.4,18.0,90.42,3.02,96.84
2015,4,29,2.16,24.57,28.23,21.58,17.85,89.52,2.48,96.84
2015,4,30,1.6,24.4,27.85,21.86,17.9,90.62,2.46,96.87
2015,5,1,6.54,24.43,27.85,21.91,17.59,89.12,1.89,96.92
2015,5,2,1.79,23.65,27.09,20.86,16.24,86.47,2.53,96.97
2015,5,3,21.99,23.66,27.93,19.94,16.28,86.39,1.38,97.01
2015,5,4,10.29,24.36,28.02,21.53,17.14,87.4,1.44,96.99
2015,5,5,12.31,24.75,28.71,21.54,17.14,85.22,1.62,96.83
2015,5,6,3.63,25.09,29.06,21.38,17.97,87.47,1.73,96.8
2015,5,7,4.1,25.66,29.37,23.22,18.51,87.27,1.75,96.85
2015,5,8,0.39,24.94,28.08,22.25,17.78,87.25,1.85,96.81
2015,5,9,14.47,25.21,29.07,22.16,17.44,84.48,1.45,96.8
2015,5,10,1.48,24.76,28.63,22.27,18.02,89.28,2.8,96.81
2015,5,11,0.4,24.59,28.61,21.27,17.81,89.32,3.04,96.88
2015,5,12,0.16,25.38,29.95,20.74,18.2,87.24,2.1,96.83
2015,5,13,2.41,25.47,28.67,23.39,19.02,90.38,1.77,96.86
2015,5,14,2.39,25.22,28.77,22.73,18.9,90.95,1.74,96.9
2015,5,15,16.9,25.15,28.55,23.0,18.54,89.88,2.17,97.02
2015,5,16,0.84,25.11,29.21,22.27,18.54,90.02,2.13,96.91
2015,5,17,10.39,25.42,29.06,23.13,18.47,88.15,2.0,96.83
2015,5,18,0.76,24.96,29.09,21.82,17.58,86.56,2.04,96.93
2015,5,19,0.0,24.99,29.87,20.74,17.3,85.33,1.61,96.95
2015,5,20,0.0,24.53,29.39,20.24,15.88,81.07,1.84,96.99
2015,5,21,0.0,23.81,28.61,18.95,15.49,82.14,2.18,96.99
2015,5,22,0.0,23.79,28.63,19.5,15.25,81.41,2.24,97.04
2015,5,23,0.0,23.78,28.81,19.01,15.27,81.36,2.08,96.99
2015,5,24,0.0,23.66,28.32,18.89,16.14,86.11,2.34,96.98
2015,5,25,0.0,24.58,28.92,20.23,17.03,85.79,1.87,96.99
2015,5,26,0.49,25.14,29.23,21.8,17.82,86.95,1.71,97.01
2015,5,27,4.62,24.9,28.38,22.33,18.1,89.05,1.93,96.94
2015,5,28,2.92,25.16,28.99,21.93,17.96,87.23,1.74,96.9
2015,5,29,1.3,25.74,29.54,23.12,18.42,86.51,1.39,96.97
2015,5,30,0.58,25.1,29.76,20.66,16.78,82.61,1.72,96.93
2015,5,31,1.48,25.07,29.3,21.15,17.81,87.05,2.1,96.76
2015,6,1,6.06,25.42,29.28,22.09,17.96,85.89,1.4,96.79
2015,6,2,9.23,25.43,29.56,22.54,18.06,86.49,1.83,96.84
2015,6,3,3.38,25.45,29.54,22.46,18.08,86.53,1.77,96.86
2015,6,4,3.0,25.11,28.72,22.37,18.3,88.85,2.83,96.76
2015,6,5,0.32,25.5,29.86,21.95,18.08,86.2,2.65,96.71
2015,6,6,0.14,25.72,29.95,21.91,18.34,86.25,1.95,96.73
2015,6,7,0.8,25.11,28.48,22.88,18.4,89.39,1.73,96.79
2015,6,8,1.92,24.75,27.44,23.11,18.18,90.04,1.78,96.84
2015,6,9,3.57,24.07,26.25,22.33,17.56,90.47,1.71,96.92
2015,6,10,2.79,24.7,28.84,21.24,17.29,86.42,2.0,96.87
2015,6,11,0.94,25.5,29.13,22.72,18.03,85.73,1.36,96.82
2015,6,12,0.34,25.24,29.39,22.34,17.22,83.52,1.49,96.79
2015,6,13,0.01,24.1,29.11,19.34,16.03,83.56,1.69,96.81
2015,6,14,0.01,24.18,29.0,19.42,15.85,82.16,1.72,96.81
2015,6,15,0.0,24.27,28.89,20.25,15.88,81.65,0.98,96.82
2015,6,16,0.01,24.23,28.45,21.04,16.37,84.08,1.51,96.83
2015,6,17,0.0,23.93,27.79,21.23,15.78,82.77,1.28,96.79
2015,6,18,0.0,24.07,29.2,18.9,15.62,81.98,2.0,96.8
2015,6,19,0.01,24.53,29.54,20.07,16.38,83.38,2.05,96.89
2015,6,20,0.11,23.58,27.87,19.87,15.64,83.5,1.96,96.91
2015,6,21,0.39,24.51,29.65,19.55,16.54,83.87,2.01,96.93
2015,6,22,0.74,24.46,29.39,20.38,16.13,82.41,1.72,96.94
2015,6,23,0.06,24.07,29.42,19.48,15.3,80.47,2.03,97.01
2015,6,24,0.0,23.31,28.91,18.2,14.45,79.48,2.25,97.04
2015,6,25,0.0,23.31,28.6,18.33,14.87,81.54,1.81,97.04
2015,6,26,0.0,23.37,28.46,18.44,14.61,80.59,2.13,97.03
2015,6,27,0.01,24.06,29.34,18.32,15.8,82.73,1.92,97.15
2015,6,28,0.01,24.2,28.94,19.8,15.71,81.91,1.71,97.26
2015,6,29,0.0,24.14,29.04,19.65,16.05,83.71,1.69,97.24
2015,6,30,0.0,24.15,28.74,20.18,15.84,82.66,1.36,97.14
2015,7,1,0.0,23.99,28.47,20.4,16.11,84.62,1.43,97.14
2015,7,2,0.0,23.63,28.26,19.76,15.09,81.3,1.91,97.11
2015,7,3,0.0,23.27,27.47,20.31,14.82,81.24,2.07,97.03
2015,7,4,0.0,23.73,26.85,20.62,14.62,77.58,0.91,97.04
2015,7,5,0.0,23.4,27.57,19.75,14.65,79.7,1.35,96.97
2015,7,6,0.0,23.29,28.34,18.11,14.84,81.51,1.65,96.85
2015,7,7,0.0,23.99,28.97,19.38,15.34,80.69,1.51,96.84
2015,7,8,0.01,24.24,29.21,20.15,16.0,82.8,1.45,96.86
2015,7,9,0.06,23.84,28.4,20.6,16.05,84.55,1.55,96.87
2015,7,10,0.45,23.52,27.79,20.39,15.78,84.8,1.43,96.9
2015,7,11,0.25,23.66,28.35,19.37,15.63,83.55,1.56,96.95
2015,7,12,0.31,23.81,27.74,20.42,16.47,86.88,2.49,96.87
2015,7,13,0.3,24.51,28.73,20.77,16.88,85.43,2.6,96.79
2015,7,14,0.61,24.36,28.53,20.94,16.97,86.64,2.4,96.77
2015,7,15,0.18,24.31,29.08,20.6,17.04,87.19,3.01,96.76
2015,7,16,0.02,23.83,28.69,20.42,16.77,88.29,3.67,96.79
2015,7,17,0.0,23.33,29.17,18.22,15.55,84.68,2.9,96.89
2015,7,18,0.01,23.4,29.06,18.06,15.66,84.8,2.65,96.92
2015,7,19,0.02,23.38,28.53,18.49,15.93,86.17,2.46,96.87
2015,7,20,0.0,23.58,28.65,18.38,15.48,83.31,2.09,96.94
2015,7,21,0.0,24.12,29.33,19.75,16.32,85.22,2.12,97.05
2015,7,22,0.0,24.03,29.61,19.02,15.6,82.44,1.88,97.13
2015,7,23,0.0,23.69,28.8,19.19,15.77,84.57,2.48,97.1
2015,7,24,0.0,23.66,28.91,18.49,16.05,85.67,2.56,97.09
2015,7,25,0.67,24.18,29.22,19.58,16.17,84.07,1.99,97.08
2015,7,26,0.16,24.27,29.19,20.1,16.23,84.21,1.72,97.1
2015,7,27,0.02,24.32,28.97,20.18,16.15,83.52,1.96,97.15
2015,7,28,0.12,24.34,29.38,19.73,16.13,83.46,2.01,97.17
2015,7,29,0.02,24.09,29.42,19.27,15.77,82.75,2.59,97.06
2015,7,30,0.3,24.14,28.85,19.51,16.41,85.19,2.31,97.06
2015,7,31,5.88,24.32,29.03,19.76,16.5,84.99,1.79,97.01
2015,8,1,2.55,24.59,28.53,21.94,17.01,85.79,1.65,97.01
2015,8,2,0.2,24.36,29.45,20.34,15.27,79.11,1.75,97.05
2015,8,3,0.01,22.5,28.17,17.6,13.14,76.65,2.49,97.06
2015,8,4,0.01,23.01,28.88,17.09,13.18,75.19,1.42,97.03
2015,8,5,0.1,23.52,28.8,18.57,14.13,77.45,1.38,96.93
2015,8,6,2.54,23.62,29.17,18.4,14.71,79.87,1.33,96.81
2015,8,7,2.37,23.99,29.17,19.61,15.05,79.84,1.38,96.89
2015,8,8,1.04,24.21,28.81,20.86,16.09,83.22,1.22,96.82
2015,8,9,0.12,24.12,28.97,20.35,16.08,83.71,1.75,96.75
2015,8,10,5.1,24.58,29.27,20.36,16.6,84.01,2.27,96.85
2015,8,11,0.36,24.89,29.61,20.44,16.19,80.82,2.45,96.91
2015,8,12,0.69,24.88,30.02,20.58,16.9,84.31,1.73,96.97
2015,8,13,0.31,24.98,29.92,21.06,16.93,84.02,2.16,96.94
2015,8,14,0.13,24.6,29.48,20.68,16.52,84.05,2.26,96.98
2015,8,15,0.0,24.6,29.87,19.9,16.4,83.49,2.55,97.02
2015,8,16,0.0,24.56,29.74,20.21,16.37,83.47,2.75,97.08
2015,8,17,0.0,24.17,29.75,19.29,15.22,80.07,1.81,97.08
2015,8,18,0.0,24.04,29.51,19.15,15.71,82.85,2.11,97.04
2015,8,19,0.33,24.56,30.48,19.01,15.73,80.72,1.32,97.05
2015,8,20,0.27,24.88,30.21,21.45,16.02,80.65,0.91,97.01
2015,8,21,0.04,24.57,29.91,20.89,15.17,77.93,0.89,96.98
2015,8,22,0.01,23.96,29.39,19.69,14.62,77.77,1.34,97.0
2015,8,23,0.0,23.47,29.17,17.83,14.28,78.41,2.2,97.03
2015,8,24,0.0,23.61,29.51,17.65,14.44,78.77,1.98,97.06
2015,8,25,0.0,24.53,30.48,18.82,14.91,77.18,1.4,97.01
2015,8,26,0.0,24.49,30.17,19.6,15.62,80.37,1.93,96.98
2015,8,27,0.0,24.93,30.54,20.51,15.89,79.93,1.84,97.0
2015,8,28,0.0,24.96,30.39,20.06,16.07,80.46,2.0,96.99
2015,8,29,0.1,24.73,30.32,19.43,15.58,79.35,2.13,96.97
2015,8,30,0.07,24.55,30.74,18.82,14.88,77.07,1.99,97.09
2015,8,31,0.0,24.25,30.14,18.88,15.17,79.75,2.33,97.05
2015,9,1,0.01,24.23,30.24,18.71,14.88,78.26,2.12,97.0
2015,9,2,0.0,23.91,30.07,18.1,14.39,77.42,2.81,97.03
2015,9,3,0.0,24.03,30.66,17.85,14.5,77.9,2.79,97.08
2015,9,4,0.0,24.45,30.81,18.99,15.19,79.15,2.02,97.15
2015,9,5,0.0,24.58,30.44,19.65,14.98,77.62,1.62,97.21
2015,9,6,0.0,24.46,30.46,18.85,14.54,75.92,1.81,97.15
2015,9,7,0.0,24.59,30.73,18.52,14.69,76.1,1.83,97.12
2015,9,8,0.0,24.93,31.12,19.85,14.93,75.9,1.41,97.0
2015,9,9,0.0,25.13,31.55,19.57,14.35,72.68,1.16,97.03
2015,9,10,0.0,25.01,31.08,19.83,14.6,73.98,1.19,97.15
2015,9,11,0.0,24.93,31.25,19.43,14.79,75.3,2.12,97.03
2015,9,12,0.0,25.15,31.06,19.69,15.3,76.46,1.81,97.07
2015,9,13,0.0,25.27,31.65,19.92,14.93,74.43,1.42,97.02
2015,9,14,0.2,24.63,30.47,20.21,14.77,75.66,1.96,97.01
2015,9,15,0.15,24.61,30.21,20.3,15.08,76.96,1.6,96.88
2015,9,16,0.03,25.1,31.32,20.31,15.06,75.49,1.8,96.81
2015,9,17,0.01,25.31,31.4,20.17,15.23,75.35,1.91,96.95
2015,9,18,0.01,25.21,31.67,20.52,14.82,74.38,2.58,97.06
2015,9,19,0.01,25.17,31.26,19.62,14.79,73.85,2.34,96.99
2015,9,20,0.02,25.76,32.67,20.0,14.95,73.03,1.53,96.9
2015,9,21,5.4,25.69,32.32,20.25,15.7,75.61,1.72,96.88
2015,9,22,0.62,26.25,32.72,21.14,15.52,73.13,1.72,96.86
2015,9,23,0.02,25.89,32.56,20.12,14.27,69.54,1.97,96.98
2015,9,24,0.05,25.89,32.63,19.65,13.93,67.72,1.34,96.94
2015,9,25,0.54,25.88,32.17,21.43,14.08,68.53,1.28,96.91
2015,9,26,1.41,25.88,32.09,21.24,15.19,72.93,1.57,96.88
2015,9,27,0.22,25.87,31.74,20.92,15.69,74.93,1.78,96.82
2015,9,28,0.58,25.42,29.96,21.96,15.71,76.32,1.52,96.86
2015,9,29,0.1,26.03,32.02,21.2,16.06,75.84,2.03,96.87
2015,9,30,0.01,26.34,31.82,22.01,15.74,73.38,2.68,97.02
2015,10,1,0.0,26.12,32.99,19.94,14.94,71.39,2.71,97.1
2015,10,2,0.14,26.25,32.46,21.09,15.37,72.73,1.96,97.18
2015,10,3,0.33,26.33,32.33,22.04,15.53,72.7,2.84,97.13
2015,10,4,0.32,26.28,32.41,21.26,14.77,69.77,2.78,97.14
2015,10,5,0.22,26.18,32.56,20.6,14.87,70.82,1.55,97.13
2015,10,6,0.07,25.84,31.75,20.62,15.06,72.47,2.43,97.01
2015,10,7,2.46,26.24,32.26,21.19,15.4,72.54,1.39,97.05
2015,10,8,5.69,25.92,31.49,22.23,16.44,77.74,1.59,97.0
2015,10,9,3.06,26.0,31.73,21.83,15.79,75.12,1.63,96.99
2015,10,10,0.73,26.18,32.65,20.72,15.16,72.28,2.05,97.06
2015,10,11,0.16,26.43,32.81,21.29,15.4,72.24,2.39,97.12
2015,10,12,0.32,26.09,32.92,20.48,14.99,72.41,2.53,97.13
2015,10,13,3.11,26.24,32.53,21.6,16.2,76.14,2.14,97.09
2015,10,14,0.54,26.9,33.7,21.95,15.28,70.73,1.66,97.03
2015,10,15,0.18,26.6,33.39,20.76,14.43,68.26,1.94,96.96
2015,10,16,0.3,26.37,32.59,21.24,14.74,69.2,2.13,96.95
2015,10,17,0.05,27.05,34.01,21.38,14.67,66.98,2.76,96.96
2015,10,18,0.0,27.13,34.33,20.79,14.28,65.43,2.03,97.03
2015,10,19,0.0,26.9,33.58,21.14,15.04,68.61,2.33,97.02
2015,10,20,0.01,27.35,33.95,21.93,14.96,66.78,1.95,96.94
2015,10,21,0.02,27.4,33.71,22.06,15.14,67.04,2.26,96.9
2015,10,22,0.0,27.17,33.87,21.83,14.0,63.7,2.61,96.94
2015,10,23,0.0,26.58,34.16,19.81,13.35,63.33,2.45,96.88
2015,10,24,0.0,26.9,33.98,20.89,14.98,68.84,2.18,96.86
2015,10,25,0.0,26.93,34.52,20.82,14.44,68.0,2.76,96.9
2015,10,26,0.0,26.97,33.95,21.15,14.6,67.4,1.83,96.88
2015,10,27,0.0,27.22,33.77,21.78,15.64,69.99,2.31,96.85
2015,10,28,0.0,27.53,33.73,23.04,15.65,68.68,2.18,96.91
2015,10,29,0.1,27.3,33.64,22.56,15.89,70.16,1.95,96.96
2015,10,30,0.21,27.23,32.84,23.0,16.26,71.66,1.47,96.94
2015,10,31,0.12,28.09,35.17,22.5,15.53,66.79,1.81,96.9
2015,11,1,1.44,28.29,35.14,23.27,15.83,67.01,1.29,96.91
2015,11,2,2.09,28.37,35.33,23.5,15.59,66.07,1.82,96.87
2015,11,3,2.41,27.64,33.15,23.6,16.45,70.67,1.52,96.85
2015,11,4,0.92,27.45,33.27,23.02,16.41,71.23,1.99,96.77
2015,11,5,4.98,27.75,33.98,23.4,15.9,68.65,1.67,96.8
2015,11,6,10.89,25.93,29.46,23.2,17.02,79.17,1.14,96.81
2015,11,7,8.11,26.04,30.5,22.98,17.03,79.31,1.62,96.93
2015,11,8,24.14,25.68,29.25,23.59,17.76,83.81,1.5,96.96
2015,11,9,10.66,26.01,30.19,22.6,17.14,79.7,1.25,96.84
2015,11,10,10.59,26.29,29.79,23.7,17.51,79.59,0.92,96.76
2015,11,11,5.05,26.4,30.84,22.85,17.3,78.86,1.48,96.78
2015,11,12,14.83,25.9,29.53,23.94,18.06,84.18,1.41,96.93
2015,11,13,24.61,25.89,28.97,24.06,18.36,85.37,2.06,96.89
2015,11,14,3.9,25.81,30.45,22.95,17.15,81.25,2.46,96.83
2015,11,15,4.2,26.42,31.94,21.3,17.3,79.54,2.13,96.76
2015,11,16,32.8,25.47,28.53,23.68,18.56,88.14,1.84,96.72
2015,11,17,9.5,26.07,29.96,23.05,17.5,81.14,1.25,96.85
2015,11,18,1.57,26.17,30.73,22.39,17.88,82.4,2.29,96.83
2015,11,19,13.87,25.88,29.17,23.42,17.69,82.49,2.03,96.86
2015,11,20,5.72,25.54,29.26,22.6,17.87,84.83,1.95,96.72
2015,11,21,3.71,26.22,30.46,22.91,17.37,79.66,1.65,96.73
2015,11,22,7.0,26.52,30.9,23.63,18.17,81.65,1.84,96.71
2015,11,23,6.78,26.45,30.93,23.55,17.67,80.24,1.94,96.74
2015,11,24,8.74,25.64,29.66,21.89,17.89,84.58,1.52,96.74
2015,11,25,15.47,26.46,30.71,23.13,17.32,78.54,1.31,96.71
2015,11,26,4.75,26.3,30.69,22.47,17.01,77.95,1.33,96.73
2015,11,27,3.08,26.0,29.14,23.03,16.72,77.51,1.06,96.77
2015,11,28,3.18,26.52,30.7,22.78,17.48,78.69,1.65,96.92
2015,11,29,4.61,25.96,29.19,23.89,18.1,83.92,1.16,97.03
